#CAEN board	CAEN Ch	layer	assembly	board channel	row	column modNr
1	1	1	1	8	1	0	0
1	2	7	7	8	1	0	0
1	3	1	1	7	1	1	0
1	4	7	7	7	1	1	0
1	5	1	1	6	1	2	0
1	6	7	7	6	1	2	0
1	7	1	1	5	1	3	0
1	8	7	7	5	1	3	0
1	9	1	1	4	0	3	0
1	10	7	7	4	0	3	0
1	11	1	1	3	0	2	0
1	12	7	7	3	0	2	0
1	13	1	1	2	0	1	0
1	14	7	7	2	0	1	0
1	15	1	1	1	0	0	0
1	16	7	7	1	0	0	0
1	17	0	0	8	1	0	0
1	18	6	6	8	1	0	0
1	19	0	0	7	1	1	0
1	20	6	6	7	1	1	0
1	21	0	0	6	1	2	0
1	22	6	6	6	1	2	0
1	23	0	0	5	1	3	0
1	24	6	6	5	1	3	0
1	25	0	0	4	0	3	0
1	26	6	6	4	0	3	0
1	27	0	0	3	0	2	0
1	28	6	6	3	0	2	0
1	29	0	0	2	0	1	0
1	30	6	6	2	0	1	0
1	31	0	0	1	0	0	0
1	32	6	6	1	0	0	0
1	33	2	2	1	0	0	0
1	34	4	4	1	0	0	0
1	35	2	2	2	0	1	0
1	36	4	4	2	0	1	0
1	37	2	2	3	0	2	0
1	38	4	4	3	0	2	0
1	39	2	2	4	0	3	0
1	40	4	4	4	0	3	0
1	41	2	2	5	1	3	0
1	42	4	4	5	1	3	0
1	43	2	2	6	1	2	0
1	44	4	4	6	1	2	0
1	45	2	2	7	1	1	0
1	46	4	4	7	1	1	0
1	47	2	2	8	1	0	0
1	48	4	4	8	1	0	0
1	49	3	3	1	0	0	0
1	50	5	5	1	0	0	0
1	51	3	3	2	0	1	0
1	52	5	5	2	0	1	0
1	53	3	3	3	0	2	0
1	54	5	5	3	0	2	0
1	55	3	3	4	0	3	0
1	56	5	5	4	0	3	0
1	57	3	3	5	1	3	0
1	58	5	5	5	1	3	0
1	59	3	3	6	1	2	0
1	60	5	5	6	1	2	0
1	61	3	3	7	1	1	0
1	62	5	5	7	1	1	0
1	63	3	3	8	1	0	0
1	64	5	5	8	1	0	0
0	64	9	9	8	1	0	0
0	65	9	9	7	1	1	0
0	66	9	9	6	1	2	0
0	67	9	9	5	1	3	0
0	68	9	9	4	0	3	0
0	69	9	9	3	0	2	0
0	70	9	9	2	0	1	0
0	71	9	9	1	0	0	0
0	72	8	8	8	1	0	0
0	73	12	13	8	1	0	0
0	74	8	8	7	1	1	0
0	75	12	13	7	1	1	0
0	76	8	8	6	1	2	0
0	77	12	13	6	1	2	0
0	78	8	8	5	1	3	0
0	79	12	13	5	1	3	0
0	80	8	8	4	0	3	0
0	81	12	13	4	0	3	0
0	82	8	8	3	0	2	0
0	83	12	13	3	0	2	0
0	84	8	8	2	0	1	0
0	85	12	13	2	0	1	0
0	86	8	8	1	0	0	0
0	87	12	13	1	0	0	0
0	88	11	12	8	1	0	0
0	89	11	12	7	1	1	0
0	90	11	12	6	1	2	0
0	91	11	12	5	1	3	0
0	92	11	12	4	0	3	0
0	93	11	12	3	0	2	0
0	94	11	12	2	0	1	0
0	95	11	12	1	0	0	0
0	96	10	11	8	1	0	0
0	97	10	11	7	1	1	0
0	98	10	11	6	1	2	0
0	99	10	11	5	1	3	0
0	100	10	11	4	0	3	0
0	101	10	11	3	0	2	0
0	102	10	11	2	0	1	0
0	103	10	11	1	0	0	0
