0	56	0	C001	1	1	0
0	57	0	C001	2	1	1
0	58	0	C001	3	1	2
0	59	0	C001	4	1	3
0	60	0	C001	5	0	3
0	61	0	C001	6	0	2
0	62	0	C001	7	0	1
0	63	0	C001	8	0	0
0	48	1	C002	1	1	0
0	49	1	C002	2	1	1
0	50	1	C002	3	1	2
0	51	1	C002	4	1	3
0	52	1	C002	5	0	3
0	53	1	C002	6	0	2
0	54	1	C002	7	0	1
0	55	1	C002	8	0	0
0	40	2	C003	1	1	0
0	41	2	C003	2	1	1
0	42	2	C003	3	1	2
0	43	2	C003	4	1	3
0	44	2	C003	5	0	3
0	45	2	C003	6	0	2
0	46	2	C003	7	0	1
0	47	2	C003	8	0	0
0	32	3	C065	1	1	0
0	33	3	C065	2	1	1
0	34	3	C065	3	1	2
0	35	3	C065	4	1	3
0	36	3	C065	5	0	3
0	37	3	C065	6	0	2
0	38	3	C065	7	0	1
0	39	3	C065	8	0	0
0	24	4	C066	1	1	0
0	25	4	C066	2	1	1
0	26	4	C066	3	1	2
0	27	4	C066	4	1	3
0	28	4	C066	5	0	3
0	29	4	C066	6	0	2
0	30	4	C066	7	0	1
0	31	4	C066	8	0	0
0	16	5	C067	1	1	0
0	17	5	C067	2	1	1
0	18	5	C067	3	1	2
0	19	5	C067	4	1	3
0	20	5	C067	5	0	3
0	21	5	C067	6	0	2
0	22	5	C067	7	0	1
0	23	5	C067	8	0	0
0	8	6	C070	1	1	0
0	9	6	C070	2	1	1
0	10	6	C070	3	1	2
0	11	6	C070	4	1	3
0	12	6	C070	5	0	3
0	13	6	C070	6	0	2
0	14	6	C070	7	0	1
0	15	6	C070	8	0	0
0	0	7	C071	1	1	0
0	1	7	C071	2	1	1
0	2	7	C071	3	1	2
0	3	7	C071	4	1	3
0	4	7	C071	5	0	3
0	5	7	C071	6	0	2
0	6	7	C071	7	0	1
0	7	7	C071	8	0	0
1	56	8	C009	1	1	0
1	57	8	C009	2	1	1
1	58	8	C009	3	1	2
1	59	8	C009	4	1	3
1	60	8	C009	5	0	3
1	61	8	C009	6	0	2
1	62	8	C009	7	0	1
1	63	8	C009	8	0	0
1	48	9	C010	1	1	0
1	49	9	C010	2	1	1
1	50	9	C010	3	1	2
1	51	9	C010	4	1	3
1	52	9	C010	5	0	3
1	53	9	C010	6	0	2
1	54	9	C010	7	0	1
1	55	9	C010	8	0	0
1	40	10	C011	1	1	0
1	41	10	C011	2	1	1
1	42	10	C011	3	1	2
1	43	10	C011	4	1	3
1	44	10	C011	5	0	3
1	45	10	C011	6	0	2
1	46	10	C011	7	0	1
1	47	10	C011	8	0	0
1	32	11	C012	1	1	0
1	33	11	C012	2	1	1
1	34	11	C012	3	1	2
1	35	11	C012	4	1	3
1	36	11	C012	5	0	3
1	37	11	C012	6	0	2
1	38	11	C012	7	0	1
1	39	11	C012	8	0	0
1	24	12	C013	1	1	0
1	25	12	C013	2	1	1
1	26	12	C013	3	1	2
1	27	12	C013	4	1	3
1	28	12	C013	5	0	3
1	29	12	C013	6	0	2
1	30	12	C013	7	0	1
1	31	12	C013	8	0	0
1	16	13	C014	1	1	0
1	17	13	C014	2	1	1
1	18	13	C014	3	1	2
1	19	13	C014	4	1	3
1	20	13	C014	5	0	3
1	21	13	C014	6	0	2
1	22	13	C014	7	0	1
1	23	13	C014	8	0	0
1	8	14	C015	1	1	0
1	9	14	C015	2	1	1
1	10	14	C015	3	1	2
1	11	14	C015	4	1	3
1	12	14	C015	5	0	3
1	13	14	C015	6	0	2
1	14	14	C015	7	0	1
1	15	14	C015	8	0	0
1	0	15	C016	1	1	0
1	1	15	C016	2	1	1
1	2	15	C016	3	1	2
1	3	15	C016	4	1	3
1	4	15	C016	5	0	3
1	5	15	C016	6	0	2
1	6	15	C016	7	0	1
1	7	15	C016	8	0	0
2	56	16	C017	1	1	0
2	57	16	C017	2	1	1
2	58	16	C017	3	1	2
2	59	16	C017	4	1	3
2	60	16	C017	5	0	3
2	61	16	C017	6	0	2
2	62	16	C017	7	0	1
2	63	16	C017	8	0	0
2	48	17	C018	1	1	0
2	49	17	C018	2	1	1
2	50	17	C018	3	1	2
2	51	17	C018	4	1	3
2	52	17	C018	5	0	3
2	53	17	C018	6	0	2
2	54	17	C018	7	0	1
2	55	17	C018	8	0	0
2	40	18	C019	1	1	0
2	41	18	C019	2	1	1
2	42	18	C019	3	1	2
2	43	18	C019	4	1	3
2	44	18	C019	5	0	3
2	45	18	C019	6	0	2
2	46	18	C019	7	0	1
2	47	18	C019	8	0	0
2	32	19	C020	1	1	0
2	33	19	C020	2	1	1
2	34	19	C020	3	1	2
2	35	19	C020	4	1	3
2	36	19	C020	5	0	3
2	37	19	C020	6	0	2
2	38	19	C020	7	0	1
2	39	19	C020	8	0	0
2	24	20	C021	1	1	0
2	25	20	C021	2	1	1
2	26	20	C021	3	1	2
2	27	20	C021	4	1	3
2	28	20	C021	5	0	3
2	29	20	C021	6	0	2
2	30	20	C021	7	0	1
2	31	20	C021	8	0	0
2	16	21	C022	1	1	0
2	17	21	C022	2	1	1
2	18	21	C022	3	1	2
2	19	21	C022	4	1	3
2	20	21	C022	5	0	3
2	21	21	C022	6	0	2
2	22	21	C022	7	0	1
2	23	21	C022	8	0	0
2	8	22	C023	1	1	0
2	9	22	C023	2	1	1
2	10	22	C023	3	1	2
2	11	22	C023	4	1	3
2	12	22	C023	5	0	3
2	13	22	C023	6	0	2
2	14	22	C023	7	0	1
2	15	22	C023	8	0	0
2	0	23	C024	1	1	0
2	1	23	C024	2	1	1
2	2	23	C024	3	1	2
2	3	23	C024	4	1	3
2	4	23	C024	5	0	3
2	5	23	C024	6	0	2
2	6	23	C024	7	0	1
2	7	23	C024	8	0	0
3	56	24	C025	1	1	0
3	57	24	C025	2	1	1
3	58	24	C025	3	1	2
3	59	24	C025	4	1	3
3	60	24	C025	5	0	3
3	61	24	C025	6	0	2
3	62	24	C025	7	0	1
3	63	24	C025	8	0	0
3	48	25	C026	1	1	0
3	49	25	C026	2	1	1
