Run Number,beam species,pdg,beam energy (GeV),VOP,VBR,HG gain,LG gain,x in cm,y in cm,VOV,shapping time [ns],hold delay [ns],# tungsten focalE india,# tungsten focalE japan,W/layer thickness (mm),total external W thickness (cm),
200,mixed,0,mixed,56,52.5,50,50,0.0,0.0,3.5,87.5,10,6,0,3.5,2.1
201,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,5,0,3.5,1.75
202,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,4,0,3.5,1.4
203,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,4,0,3.5,1.4
204,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,3,0,3.5,1.05
205,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,2,0,3.5,0.7
206,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,1,0,3.5,0.35
207,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,0,1,0,3.5,0.35
208,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,0,0,3.5,0.
210,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,10,0,3.5,3.5
212,e-,11,3,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
213,e-,11,3/5,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
214,e-,11,5,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
215,e-,11,5,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
216,e-,11,5,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
217,e-,11,5,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
218,e-,11,4,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
219,e-,11,4,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
220,e-,11,4,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
221,e-,11,2,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
222,e-,11,1,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
223,e-,11,1,56,52.5,50,50,0.0,0.0,3.5,87.5,10,8,0,3.5,2.8
224,e-,11,1,56,52.5,50,50,0.0,0.0,3.5,87.5,10,6,0,3.5,2.1
